Prueba 1
0.0 0.0 15.7
0.0 0.0 15.7
0.0 0.0 15.7
16.0 0.0 15.7
0.0 0.0 15.7
0.0 0.0 15.7
0.0 0.0 16.8
0.0 0.0 16.8
0.0 0.0 16.8
Numero de Fallas:3
Prueba 3
T1 T2 %Carga
0.0 0.0 0.0
0.0 0.0 0.0
171.0 16.0 0.0
0.0 0.0 0.0
171.0 16.0 0.0
0.0 0.0 0.0
171.0 16.0 0.0
47.0 16.0 0.0
0.0 0.0 0.0
140.0 16.0 0.0
171.0 16.0 0.0
171.0 16.0 0.0
15.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
16.0 0.0 0.0
0.0 0.0 16.7
0.0 0.0 16.7
0.0 0.0 16.7
0.0 0.0 16.7
0.0 0.0 16.7
0.0 0.0 17.2
0.0 0.0 17.2
0.0 0.0 17.2
0.0 0.0 17.2
0.0 0.0 17.2
0.0 0.0 11.4
0.0 0.0 11.4
0.0 0.0 11.4
0.0 0.0 11.4
16.0 0.0 11.4
0.0 0.0 11.6
15.0 0.0 11.6
0.0 0.0 11.6
0.0 0.0 11.6
0.0 0.0 11.6
16.0 0.0 13.9
0.0 0.0 13.9
0.0 0.0 13.9
15.0 0.0 13.9
0.0 0.0 13.9
0.0 0.0 23.0
16.0 0.0 23.0
0.0 0.0 23.0
0.0 0.0 23.0
0.0 0.0 23.0
0.0 0.0 11.0
0.0 0.0 11.0
0.0 0.0 11.0
0.0 0.0 11.0
0.0 0.0 11.0
16.0 0.0 15.9
0.0 0.0 15.9
15.0 0.0 15.9
0.0 0.0 15.9
0.0 0.0 15.9
0.0 0.0 14.3
2.0 0.0 14.3
0.0 0.0 14.3
16.0 0.0 14.3
0.0 0.0 14.3
0.0 0.0 19.3
0.0 0.0 19.3
0.0 0.0 19.3
0.0 0.0 19.3
0.0 0.0 19.3
0.0 0.0 26.1
2.0 0.0 26.1
0.0 0.0 26.1
0.0 0.0 26.1
0.0 0.0 26.1
0.0 0.0 27.7
0.0 0.0 27.7
0.0 0.0 27.7
0.0 0.0 27.7
1.0 0.0 27.7
0.0 0.0 27.7
0.0 0.0 9.3
15.0 0.0 9.3
16.0 0.0 9.3
Numero de Fallas:0
Prueba 4 
T1 T2 %Carga
392.0 33.0 0.0
485.0 33.0 0.0
579.0 33.0 0.0
579.0 33.0 0.0
579.0 33.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
516.0 33.0 0.0
15.0 0.0 0.0
579.0 33.0 0.0
579.0 33.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
15.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 13.4
16.0 0.0 13.4
16.0 0.0 13.4
0.0 15.0 13.4
0.0 0.0 13.4
0.0 0.0 17.5
16.0 0.0 17.5
0.0 0.0 17.5
0.0 0.0 17.5
0.0 0.0 17.5
15.0 0.0 17.0
0.0 0.0 17.0
0.0 0.0 17.0
0.0 0.0 17.0
0.0 0.0 17.0
0.0 0.0 20.2
0.0 0.0 20.2
0.0 0.0 20.2
16.0 0.0 20.2
0.0 0.0 20.2
0.0 0.0 15.3
0.0 0.0 15.3
0.0 0.0 15.3
15.0 0.0 15.3
15.0 0.0 15.3
0.0 16.0 11.8
0.0 0.0 11.8
0.0 0.0 11.8
0.0 0.0 11.8
0.0 0.0 11.8
0.0 0.0 7.7
0.0 0.0 7.7
0.0 0.0 7.7
0.0 0.0 7.7
0.0 0.0 7.7
0.0 0.0 15.5
0.0 0.0 15.5
0.0 0.0 15.5
0.0 0.0 15.5
0.0 0.0 15.5
0.0 0.0 13.2
0.0 0.0 13.2
0.0 0.0 13.2
0.0 0.0 13.2
0.0 0.0 13.2
0.0 0.0 10.7
0.0 0.0 10.7
15.0 0.0 10.7
2.0 0.0 10.7
0.0 16.0 10.7
0.0 0.0 14.1
0.0 0.0 14.1
0.0 0.0 14.1
0.0 0.0 14.1
0.0 0.0 14.1
0.0 0.0 11.8
0.0 0.0 11.8
16.0 0.0 11.8
0.0 0.0 11.8
0.0 0.0 11.8
0.0 0.0 15.6
Numero de Fallas:0
Prueba 5
T1 T2 %Carga
595.0 31.0 0.0
0.0 0.0 0.0
0.0 15.0 0.0
330.0 31.0 0.0
0.0 0.0 0.0
439.0 31.0 0.0
0.0 0.0 0.0
595.0 31.0 0.0
595.0 31.0 0.0
0.0 0.0 0.0
564.0 31.0 0.0
0.0 0.0 0.0
16.0 0.0 0.0
595.0 31.0 0.0
595.0 31.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 11.6
0.0 0.0 11.6
16.0 0.0 11.6
0.0 0.0 11.6
0.0 0.0 11.6
0.0 0.0 18.1
0.0 0.0 18.1
0.0 0.0 18.1
0.0 0.0 18.1
0.0 0.0 18.1
0.0 0.0 13.8
0.0 0.0 13.8
0.0 0.0 13.8
0.0 0.0 13.8
0.0 0.0 13.8
2.0 0.0 8.4
0.0 0.0 8.4
0.0 0.0 8.4
15.0 0.0 8.4
0.0 0.0 8.4
15.0 0.0 18.5
0.0 0.0 18.5
0.0 0.0 18.5
16.0 0.0 18.5
0.0 0.0 18.5
16.0 0.0 14.9
0.0 0.0 14.9
0.0 0.0 14.9
0.0 0.0 14.9
0.0 0.0 14.9
15.0 0.0 13.7
15.0 0.0 13.7
0.0 0.0 13.7
15.0 0.0 13.7
0.0 0.0 13.7
0.0 0.0 15.5
0.0 0.0 15.5
0.0 0.0 15.5
0.0 0.0 15.5
15.0 0.0 15.5
0.0 0.0 10.4
0.0 0.0 10.4
0.0 0.0 10.4
0.0 0.0 10.4
0.0 0.0 10.4
0.0 0.0 12.4
0.0 0.0 12.4
0.0 16.0 12.4
0.0 0.0 12.4
0.0 0.0 12.4
0.0 0.0 11.5
16.0 0.0 11.5
0.0 0.0 11.5
0.0 0.0 11.5
0.0 0.0 11.5
0.0 0.0 16.2
0.0 0.0 16.2
1.0 0.0 16.2
0.0 0.0 16.2
0.0 0.0 16.2
16.0 0.0 11.3
Numero de Fallas:0
Prueba 6
T1 T2 %Carga
0.0 0.0 0.0
172.0 15.0 0.0
172.0 15.0 0.0
0.0 0.0 0.0
31.0 15.0 0.0
2.0 1.0 0.0
0.0 0.0 0.0
187.0 15.0 0.0
141.0 15.0 0.0
0.0 0.0 0.0
187.0 15.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 16.0
0.0 0.0 16.0
0.0 16.0 16.0
0.0 0.0 16.0
0.0 0.0 16.0
0.0 0.0 21.7
0.0 0.0 21.7
0.0 0.0 21.7
0.0 0.0 21.7
0.0 0.0 21.7
0.0 0.0 10.2
16.0 0.0 10.2
0.0 0.0 10.2
0.0 0.0 10.2
16.0 0.0 10.2
0.0 0.0 15.1
0.0 0.0 15.1
0.0 0.0 15.1
15.0 0.0 15.1
0.0 0.0 15.1
0.0 0.0 19.4
0.0 0.0 19.4
0.0 0.0 19.4
0.0 0.0 19.4
15.0 0.0 19.4
0.0 0.0 16.3
0.0 0.0 16.3
0.0 0.0 16.3
0.0 0.0 16.3
15.0 0.0 16.3
0.0 16.0 12.4
0.0 0.0 12.4
0.0 0.0 12.4
0.0 0.0 12.4
0.0 0.0 12.4
16.0 0.0 16.8
0.0 0.0 16.8
0.0 0.0 16.8
0.0 0.0 16.8
0.0 0.0 16.8
0.0 0.0 16.8
15.0 0.0 15.4
0.0 0.0 15.4
0.0 0.0 15.4
0.0 0.0 15.4
0.0 0.0 15.4
0.0 0.0 11.9
0.0 0.0 11.9
0.0 0.0 11.9
0.0 0.0 11.9
0.0 0.0 11.9
0.0 0.0 17.0
0.0 0.0 17.0
0.0 0.0 17.0
0.0 0.0 17.0
0.0 0.0 17.0
0.0 0.0 17.0
0.0 0.0 14.6
0.0 0.0 14.6
0.0 0.0 14.6
0.0 0.0 14.6
16.0 0.0 14.6
0.0 0.0 12.4
0.0 0.0 12.4
Numero de Fallas:1
Prueba 7
T1 T2 %Carga
156.0 15.0 0.0
0.0 0.0 0.0
172.0 15.0 0.0
0.0 0.0 0.0
0.0 15.0 0.0
172.0 15.0 0.0
63.0 15.0 0.0
172.0 15.0 0.0
0.0 0.0 0.0
172.0 15.0 0.0
172.0 15.0 0.0
15.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 12.0
0.0 0.0 12.0
0.0 0.0 12.0
0.0 0.0 12.0
0.0 16.0 12.0
0.0 0.0 13.8
16.0 0.0 13.8
0.0 0.0 13.8
0.0 15.0 13.8
0.0 0.0 13.8
0.0 0.0 15.1
16.0 0.0 15.1
16.0 0.0 15.1
16.0 0.0 15.1
0.0 0.0 15.1
0.0 0.0 12.2
31.0 0.0 12.2
0.0 0.0 12.2
0.0 0.0 12.2
0.0 0.0 12.2
0.0 0.0 26.0
0.0 0.0 26.0
0.0 0.0 26.0
0.0 0.0 26.0
0.0 0.0 26.0
0.0 0.0 21.8
0.0 0.0 21.8
0.0 0.0 21.8
16.0 0.0 21.8
0.0 0.0 21.8
0.0 15.0 17.0
16.0 0.0 17.0
0.0 0.0 17.0
16.0 0.0 17.0
0.0 0.0 17.0
0.0 0.0 13.2
0.0 0.0 13.2
0.0 0.0 13.2
0.0 0.0 13.2
0.0 0.0 13.2
0.0 0.0 17.6
0.0 0.0 17.6
0.0 0.0 17.6
15.0 0.0 17.6
0.0 0.0 17.6
0.0 0.0 16.5
16.0 0.0 16.5
16.0 0.0 16.5
0.0 0.0 16.5
0.0 0.0 16.5
0.0 0.0 16.5
0.0 0.0 17.5
0.0 0.0 17.5
16.0 0.0 17.5
0.0 0.0 17.5
0.0 0.0 17.5
0.0 0.0 11.1
0.0 0.0 11.1
0.0 0.0 11.1
0.0 0.0 11.1
0.0 0.0 11.1
16.0 0.0 12.5
0.0 0.0 12.5
0.0 0.0 12.5
0.0 0.0 12.5
Numero de Fallas:0
Prueba 8
T1 T2 %Carga
0.0 0.0 0.0
0.0 0.0 0.0
110.0 15.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
47.0 15.0 0.0
172.0 15.0 0.0
172.0 15.0 0.0
172.0 15.0 0.0
172.0 15.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
15.0 0.0 11.5
0.0 0.0 11.5
0.0 0.0 11.5
0.0 0.0 11.5
0.0 0.0 11.5
0.0 0.0 13.8
0.0 0.0 13.8
0.0 0.0 13.8
0.0 0.0 13.8
0.0 0.0 13.8
0.0 0.0 16.7
0.0 0.0 16.7
0.0 0.0 16.7
0.0 0.0 16.7
0.0 0.0 16.7
0.0 0.0 9.3
0.0 0.0 9.3
0.0 0.0 9.3
0.0 0.0 9.3
0.0 0.0 13.0
0.0 0.0 13.0
0.0 0.0 13.0
0.0 0.0 13.0
0.0 0.0 13.0
0.0 0.0 13.0
16.0 0.0 18.5
0.0 0.0 18.5
0.0 0.0 18.5
0.0 0.0 18.5
0.0 0.0 18.5
0.0 0.0 10.0
0.0 0.0 10.0
0.0 0.0 10.0
15.0 0.0 10.0
0.0 0.0 10.0
0.0 0.0 10.8
0.0 0.0 10.8
16.0 0.0 10.8
0.0 0.0 10.8
16.0 0.0 10.8
0.0 0.0 12.4
0.0 0.0 12.4
0.0 0.0 12.4
0.0 0.0 12.4
0.0 0.0 12.4
16.0 0.0 13.4
0.0 0.0 13.4
0.0 0.0 13.4
0.0 0.0 13.4
0.0 0.0 13.4
0.0 0.0 9.8
0.0 0.0 9.8
0.0 0.0 9.8
0.0 0.0 9.8
0.0 0.0 9.8
0.0 0.0 11.2
15.0 0.0 11.2
0.0 0.0 11.2
0.0 0.0 11.2
16.0 0.0 11.2
0.0 0.0 12.8
0.0 0.0 12.8
0.0 0.0 12.8
0.0 0.0 12.8
Numero de Fallas:1
Prueba 9
T1 T2 %Carga
0.0 0.0 0.0
47.0 31.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
15.0 0.0 0.0
156.0 31.0 0.0
156.0 31.0 0.0
125.0 31.0 0.0
156.0 31.0 0.0
156.0 31.0 0.0
156.0 31.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 18.9
0.0 0.0 18.9
0.0 0.0 18.9
0.0 0.0 18.9
0.0 0.0 18.9
0.0 0.0 19.3
0.0 0.0 19.3
0.0 0.0 19.3
0.0 0.0 19.3
0.0 0.0 19.3
15.0 0.0 12.1
0.0 0.0 12.1
16.0 0.0 12.1
0.0 0.0 12.1
0.0 0.0 12.1
15.0 0.0 10.1
0.0 0.0 10.1
0.0 0.0 10.1
0.0 0.0 10.1
0.0 1.0 10.1
15.0 0.0 13.3
0.0 0.0 13.3
0.0 0.0 13.3
15.0 0.0 13.3
0.0 0.0 13.3
16.0 0.0 17.2
0.0 0.0 17.2
0.0 0.0 17.2
0.0 0.0 17.2
0.0 0.0 17.2
0.0 0.0 13.0
16.0 0.0 13.0
0.0 0.0 13.0
0.0 0.0 13.0
0.0 0.0 13.0
0.0 0.0 11.0
0.0 0.0 11.0
0.0 0.0 11.0
0.0 0.0 11.0
0.0 0.0 11.0
0.0 0.0 13.3
0.0 0.0 13.3
0.0 0.0 13.3
0.0 0.0 13.3
0.0 0.0 13.3
0.0 0.0 8.9
0.0 0.0 8.9
15.0 0.0 8.9
0.0 0.0 8.9
0.0 0.0 8.9
0.0 0.0 9.9
0.0 0.0 9.9
0.0 0.0 9.9
0.0 0.0 9.9
0.0 0.0 9.9
16.0 0.0 6.9
0.0 0.0 6.9
0.0 0.0 6.9
0.0 0.0 6.9
0.0 0.0 6.9
0.0 0.0 13.2
0.0 0.0 13.2
16.0 0.0 13.2
0.0 0.0 13.2
0.0 0.0 13.2
Numero de Fallas:0
Prueba 10
T1 T2 %Carga
0.0 0.0 0.0
156.0 16.0 0.0
156.0 16.0 0.0
156.0 16.0 0.0
156.0 16.0 0.0
0.0 0.0 0.0
15.0 0.0 0.0
156.0 16.0 0.0
156.0 16.0 0.0
62.0 16.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 17.4
0.0 0.0 17.4
0.0 0.0 17.4
0.0 0.0 17.4
0.0 0.0 17.4
0.0 0.0 13.0
0.0 0.0 13.0
0.0 0.0 13.0
0.0 0.0 13.0
0.0 0.0 13.0
15.0 0.0 13.1
16.0 0.0 13.1
0.0 0.0 13.1
0.0 0.0 13.1
0.0 0.0 13.1
0.0 0.0 12.6
0.0 0.0 12.6
0.0 0.0 12.6
0.0 0.0 12.6
0.0 0.0 12.6
31.0 0.0 14.7
0.0 0.0 14.7
0.0 0.0 14.7
0.0 0.0 14.7
0.0 0.0 14.7
0.0 0.0 18.1
16.0 0.0 18.1
0.0 0.0 18.1
0.0 16.0 18.1
0.0 0.0 18.1
2.0 1.0 17.4
0.0 0.0 17.4
1.0 0.0 17.4
0.0 0.0 17.4
15.0 0.0 17.4
0.0 0.0 26.4
0.0 0.0 26.4
0.0 0.0 26.4
0.0 0.0 26.4
0.0 0.0 26.4
0.0 0.0 27.4
0.0 0.0 27.4
16.0 0.0 27.4
0.0 0.0 27.4
0.0 0.0 27.4
16.0 0.0 9.9
0.0 0.0 9.9
0.0 0.0 9.9
0.0 0.0 9.9
15.0 0.0 9.9
16.0 0.0 9.3
0.0 0.0 9.3
0.0 0.0 9.3
0.0 0.0 9.3
0.0 0.0 9.3
0.0 0.0 11.9
0.0 0.0 11.9
0.0 0.0 11.9
0.0 0.0 11.9
0.0 0.0 11.9
0.0 0.0 11.9
0.0 0.0 12.3
0.0 0.0 12.3
16.0 0.0 12.3
0.0 0.0 12.3
Numero de Fallas:0
